Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 1,Coverage (%) Sample 2,Coverage (%) Sample 3,Coverage (%) Sample 4,Coverage (%) Sample 5,Coverage (%) Sample 6,Coverage (%) Sample 7,Coverage (%) Sample 8,Coverage (%) Sample 9,Coverage (%) Sample 10,Coverage (%) Sample 11,Coverage (%) Sample 12,Coverage (%) Sample 13,Coverage (%) Sample 14,Coverage (%) Sample 15,Coverage (%) Sample 16,Coverage (%) Sample 17,Coverage (%) Sample 18,Coverage (%) Sample 19,Coverage (%) Sample 20,Area Sample 1,Area Sample 2,Area Sample 3,Area Sample 4,Area Sample 5,Area Sample 6,Area Sample 7,Area Sample 8,Area Sample 9,Area Sample 10,Area Sample 11,Area Sample 12,Area Sample 13,Area Sample 14,Area Sample 15,Area Sample 16,Area Sample 17,Area Sample 18,Area Sample 19,Area Sample 20,#Peptides,#Unique,#Spec Sample 1,#Spec Sample 2,#Spec Sample 3,#Spec Sample 4,#Spec Sample 5,#Spec Sample 6,#Spec Sample 7,#Spec Sample 8,#Spec Sample 9,#Spec Sample 10,#Spec Sample 11,#Spec Sample 12,#Spec Sample 13,#Spec Sample 14,#Spec Sample 15,#Spec Sample 16,#Spec Sample 17,#Spec Sample 18,#Spec Sample 19,#Spec Sample 20,PTM,Avg. Mass,Description
4213,6059,KNOT_939347,22.85,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,,,,,,,,,,,,,,,,4.91E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,18004,hypothetical protein
124,711,KNOT_5060101,22.84,3,3,3,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,2.38E6,3.1E6,,,,,1.35E6,2.3E6,,3.94E5,,,,,,,,,,,1,1,2,3,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,,33160,hypothetical protein
1485,3973,KNOT_10777904,22.83,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5.23E5,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,30347,High-affinity branched-chain amino acid transport system permease protein LivH
3888,2562,KNOT_14573667,22.83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,,,,,,,,,,,,,,,1.23E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,17115,Polyphosphate kinase
2632,2011,KNOT_20449686,22.83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,1.14E6,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,35298,LPS-assembly protein LptD
2536,1848,GROUPS_4896625,22.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0E0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,40039,Spermidine-binding periplasmic protein SpuE
3493,1305,GROUPS_15303062,22.72,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.74E3,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31444,Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase
739,583,KNOT_5847787,22.72,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,6.32E6,,2.33E6,2.19E6,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,62088,30S ribosomal protein S1
3672,613,KNOT_22110815,22.72,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4.96E5,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15965,Cysteine desulfuration protein SufE
3328,1290,KNOT_23742508,22.70,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.1E5,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27842,hypothetical protein
3094,3599,KNOT_3304403,22.69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,7.84E4,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,45828,hypothetical protein
1523,3748,KNOT_1319503,22.67,8,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0E0,,,,,,,,0E0,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,49474,ADP ATP carrier protein 1
4086,4229,GROUPS_14054208,22.65,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,,,,,,,,,,1.13E5,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,18945,Glutamine synthetase
1440,875,GROUPS_6700667,22.63,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,7.88E4,,,,,1.85E5,,,,,,,,,,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,62170,hypothetical protein
2896,2522,GROUPS_13263427,22.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1.48E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,44037,hypothetical protein
724,720,GROUPS_6202425,22.59,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.03E5,1.14E6,5.7E4,,,,,,,,,,,,,,,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32000,putative endonuclease 4
3342,1981,KNOT_26452610,22.59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,4.2E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Oxidation (M),25457,2 3-dehydroadipyl-CoA hydratase
3997,6449,GROUPS_9993809,22.59,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,,,,,,,,,,,,,,,7.63E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,19308,hypothetical protein
1902,2161,KNOT_1473139,22.58,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E5,2.77E5,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3724,hypothetical protein
1438,852,KNOT_7498350,22.58,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.66E4,,,,,,,2.23E5,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,37921,hypothetical protein
4229,8380,GROUPS_12809490,22.57,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,,,,,,,,,,,,4.86E3,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,17266,hypothetical protein
4052,1287,GROUPS_12834357,22.56,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13E4,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,10847,hypothetical protein
723,670,KNOT_12800120,22.51,3,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1.81E5,,,,,,1.97E5,,,,5.14E6,,,,,,,,,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,38238,hypothetical protein
686,1774,GROUPS_15167864,22.51,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,3.83E5,,,,7E4,,,,,,,,,,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,,30207,hypothetical protein
2179,1770,GROUPS_13874862,22.51,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,8.97E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,24764,Carboxyvinyl-carboxyphosphonate phosphorylmutase
428,6202,GROUPS_15148592,22.45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,,,,,,,,,,,,,,,,,1E6,9.15E5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,,29396,Cytidylate kinase
2443,932,KNOT_4593206,22.41,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57E4,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51080,Putative multidrug export ATP-binding/permease protein
1494,967,KNOT_2099848,22.37,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,4.89E5,,,,,,,,0E0,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,47468,putative FtsW-like protein
1577,5359,GROUPS_15548770,22.37,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,,,,,,,,,,,,1.76E3,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Carbamidomethylation,10926,hypothetical protein
3183,2072,KNOT_9969462,22.32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,1.89E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,57039,hypothetical protein
3007,1196,KNOT_10613342,22.31,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1.09E5,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22239,Flagellar hook-associated protein 1
2381,1056,GROUPS_13939977,22.31,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1.89E6,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,17281,hypothetical protein
1875,1062,KNOT_12847841,22.30,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.04E7,3.78E6,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10725,hypothetical protein
618,1049,GROUPS_11845523,22.29,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.01E7,8.39E6,,,,,,,,,,,,,,,,,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15797,hypothetical protein
4235,8876,KNOT_3692538,22.25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,8.02E5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,14926,Aconitate isomerase
3487,831,KNOT_2556307,22.25,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,8.79E4,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,35314,Octaprenyl-diphosphate synthase
4079,3507,GROUPS_16071929,22.23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,,,,,,,,,,,,,,,5.87E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,17819,hypothetical protein
3680,1378,KNOT_10852301,22.22,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08E4,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oxidation (M),18975,hypothetical protein
2052,9447,KNOT_2225096,22.22,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,,1.11E4,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,21772,Bifunctional NAD(P)H-hydrate repair enzyme Nnr
2312,723,GROUPS_15904991,22.22,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2.15E4,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,52447,Tyrosine-protein kinase ptk
767,749,KNOT_2524797,22.21,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,5.17E4,,,,,3.66E5,9.8E4,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,37717,hypothetical protein
1477,3183,KNOT_22199859,22.20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,,,,,,,,,,,,,,,,5.77E4,2.64E5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,43419,D-threonine aldolase
2219,1153,KNOT_7760468,22.19,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.44E5,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42804,hypothetical protein
553,750,KNOT_14228726,22.16,3,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.06E4,5.53E4,,,,,5.69E4,8.03E4,,,,,,,,,,,,,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,34743,hypothetical protein
245,1019,GROUPS_12650521,22.16,2,2,2,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,9.28E5,1.06E6,2.53E6,1.32E6,,5.51E5,,9.55E5,,4.33E5,,,,,,,,,,,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,27355,Cytochrome c-554(548)
3000,751,KNOT_33158028,22.15,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.03E5,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14397,50S ribosomal protein L7/L12
2724,721,KNOT_8760195,22.15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1.44E5,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35693,hypothetical protein
2012,424,KNOT_21237270,22.13,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0E0,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,66601,hypothetical protein
3198,2432,KNOT_12707319,22.09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,3.93E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,31547,hypothetical protein
4211,5883,KNOT_8901437,22.09,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,,,,,,,,,,,,,,,6.98E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,18557,Colicin V production protein
2855,642,KNOT_10569118,22.09,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7.63E4,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,42187,hypothetical protein
1603,1928,KNOT_4093814,22.09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,2E6,,3.7E4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,32267,Peptidyl-prolyl cis-trans isomerase D
4304,8345,KNOT_2337720,22.08,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,,,,,,,,,,,,,,,7.38E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,25545,hypothetical protein
1137,874,GROUPS_15327843,22.07,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,,,0E0,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,45074,putative zinc protease
3724,3148,KNOT_426101,22.06,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,2.56E5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,19392,GDP-L-fucose synthase
589,668,KNOT_22007438,22.06,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8.27E4,5.85E4,9.68E5,,,,,,,,,,,,,,,,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27740,hypothetical protein
1239,1767,GROUPS_8589026,22.04,9,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,,,,,,,,,5.63E4,,6.15E4,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,12752,Ubiquinone biosynthesis O-methyltransferase
90,1506,KNOT_3623439,22.03,11,11,11,0,0,11,0,11,11,11,11,11,0,0,0,0,0,0,0,0,0,3.66E6,3.83E6,,,9.91E4,,1.79E6,8.57E5,7.46E5,2.29E5,4.46E5,,,,,,,,,,1,1,3,1,0,0,1,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,,10595,hypothetical protein
3337,1754,KNOT_31304935,22.03,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,,,,,,,,,,,,,,,1.65E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,18328,hypothetical protein
3148,9592,KNOT_2596794,22.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,1.1E5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,25129,Oxygen regulatory protein NreC
4217,6717,KNOT_502110,21.99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,8.71E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,23968,hypothetical protein
4240,9132,GROUPS_14085291,21.99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,,,,,,,,,,,,,,,,,2.17E5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,7924,hypothetical protein
3716,2896,KNOT_1468054,21.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,1.04E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Oxidation (M),26445,hypothetical protein
3523,2335,KNOT_22367034,21.96,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2.34E4,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carbamidomethylation,7469,hypothetical protein
414,961,KNOT_5086684,21.96,2,0,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,4.17E5,,,,,1.03E6,9.73E5,5.55E4,0E0,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,49189,hypothetical protein
294,692,KNOT_14979250,21.93,3,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,,,1.66E7,2.36E7,,,,,,,,,4.57E4,2.65E4,,,,,,,1,1,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,27585,Dihydroxy-acid dehydratase
3359,2479,GROUPS_3520331,21.93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,4.1E4,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Carbamidomethylation,50528,putative succinyl-diaminopimelate desuccinylase
1175,732,KNOT_29485514,21.90,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.66E4,3.23E4,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11078,hypothetical protein
3909,3235,KNOT_688051,21.90,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0E0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,33332,Chromosome-partitioning protein Spo0J
4309,9787,GROUPS_8720655,21.88,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,,,,,,,,,,,,,,,,,,4.13E4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,9648,hypothetical protein
2856,922,KNOT_3250759,21.88,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3.6E6,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Oxidation (M),35807,3-deoxy-D-manno-octulosonic acid kinase
2314,830,GROUPS_13271231,21.85,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,7.23E4,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,94927,Phosphoenolpyruvate synthase
4195,1842,KNOT_22169665,21.85,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2.17E4,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,10597,30S ribosomal protein S17
3623,5537,KNOT_13630278,21.83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,,,,,,,,,,,,,,0E0,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,25281,hypothetical protein
1945,823,GROUPS_11768980,21.83,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1.04E5,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,40464,hypothetical protein
2998,725,KNOT_4534438,21.81,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4.65E5,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,34678,GDP-6-deoxy-D-talose 4-dehydrogenase
2883,2284,KNOT_13932696,21.80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,0E0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,51161,Outer membrane protein TolC
2883,5249,KNOT_12515787,21.80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,0E0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,31664,hypothetical protein
2047,605,KNOT_524866,21.79,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4.24E4,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,64048,Arginine--tRNA ligase
413,832,KNOT_5995241,21.77,6,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,,,,,,,1.36E5,1.57E5,1.3E6,6.15E3,,,,,,,,,,,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,19507,hypothetical protein
1682,715,GROUPS_10803252,21.74,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9.1E5,1.79E6,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21040,hypothetical protein
231,893,KNOT_1564140,21.73,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2.51E6,3.81E6,,,,,8.6E5,1.54E6,8.45E5,8.47E5,7.7E5,,,,,,,,,,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,57507,hypothetical protein
3310,9768,GROUPS_14108440,21.69,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,,0E0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,14955,hypothetical protein
1138,1211,KNOT_30605311,21.69,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28E5,1.35E3,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,68370,DNA gyrase subunit A
902,788,GROUPS_12679669,21.66,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1.39E6,,,6.34E6,,,,,1.02E6,,,,,,,,,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,31125,Lipoprotein NlpI
3485,688,KNOT_22013437,21.66,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.3E5,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18260,hypothetical protein
991,816,KNOT_9007542,21.62,4,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,5.45E5,4.55E5,,2E5,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,30561,hypothetical protein
580,8645,KNOT_9335448,21.62,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,5,,,,,,,,,,,,,,,,,,,,0E0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,,14484,hypothetical protein
4056,1654,KNOT_25181719,21.57,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.68E4,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,8089,hypothetical protein
